,date,tmp0,title,tmp,tmp2,location,tmp23,tmp3,tmp34,tmp4,org_size,org_size_bucket,salary,tmp5,tmp6,experience,tmp7,tmp8,industry,tmp9,comments,tmp10,title_categories
771,12/7/2020 2:50:50,Title:,z/os scheduller,Title:z/os scheduller,Where:,madrid spain,Where:Madrid Spain,No,Org Size:,> 5000,Org Size:> 5000,Salary:,45000.0,Salary:45k € / year,Experience:,19.0,Experience:19,,TI,TI,,No,Unknown
772,12/7/2020 2:51:01,Title:,GM,Title:GM,Where:,new york,Where:new york,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,150000.0,Salary:150000,Experience:,10.0,Experience:10,,Tech,Tech,,Options no bonus,Management and Leadership
773,12/7/2020 3:06:19,Title:,Associate Software Developer,Title:Associate Software Developer,Where:,london,Where:London,No,Org Size:,> 5000,Org Size:> 5000,Salary:,350000.0,Salary:350000 GBP,Experience:,0.0,Experience:0,,Media entertainment,Media entertainment,,No,General Engineering
774,12/7/2020 3:15:49,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,seattle,Where:Seattle,No,Org Size:,> 5000,Org Size:> 5000,Salary:,200000.0,Salary:200000,Experience:,13.0,Experience:13,,Tech,Tech,,180000,General Engineering
775,12/7/2020 3:23:56,Title:,Lead UI Developer,Title:Lead UI Developer,Where:,berlin,"Where:Berlin, Germany",No,Org Size:,11- 50,Org Size:11- 50,Salary:,66000.0,Salary:€66k,Experience:,8.0,Experience:8,,healthcare,healthcare,,€10k,Front End
776,12/7/2020 3:28:09,Title:,Data science manager,Title:Data science manager,Where:,redwood city california,Where:Redwood City California,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,15400.0,Salary:15400,Experience:,5.0,Experience:5,,AI for scientific R&D,AI for scientific R&D,,Stock options,Data
777,12/7/2020 3:28:36,Title:,Developer,Title:Developer,Where:,los angeles,"Where:Los Angeles, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,61000.0,Salary:61000,Experience:,3.0,Experience:3,,Public Higher Education,Public Higher Education,generally get a 3% annual raise (not guaranteed).,0,General Engineering
778,12/7/2020 3:45:15,Title:,Front-End Engineer II,Title:Front-End Engineer II,Where:,irvine,"Where:Irvine, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,128000.0,Salary:128000,Experience:,13.0,Experience:13,,"Retail, Cloud Infrastructure, NLU (AMZN)","Retail, Cloud Infrastructure, NLU (AMZN)",,"55,000",Front End
779,12/7/2020 3:47:09,Title:,Software engineer associate,Title:Software engineer associate,Where:,denver colorado,Where:Denver Colorado,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,95340.0,Salary:95340,Experience:,1.0,Experience:1.5,,Aerospace and defense,Aerospace and defense,,Yes bonus,General Engineering
780,12/7/2020 3:48:23,Title:,Software Engineer 2,Title:Software Engineer 2,Where:,eastern washington,Where:Eastern Washington,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,92000.0,Salary:92000,Experience:,2.0,Experience:2.5,,Research,Research,,No,General Engineering
781,12/7/2020 3:57:41,Title:,Senior frontend dev,Title:Senior frontend dev,Where:,dublin,"Where:Dublin, Ireland",No,Org Size:,> 5000,Org Size:> 5000,Salary:,81000.0,Salary:81000 euros,Experience:,10.0,Experience:10,,Aviation,Aviation,"Some other benefits: gym, dental care, health insurance,...",12000 euros,Front End
782,12/7/2020 4:37:39,Title:,Engineering manager,Title:Engineering manager,Where:,remote,Where:Remote,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,205000.0,Salary:205000,Experience:,12.0,Experience:12,,SaaS,SaaS,,20k bonus,Management and Leadership
783,12/7/2020 5:26:33,Title:,Design manager,Title:Design manager,Where:,new york,"Where:New York, NY",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,150000.0,Salary:150000,Experience:,5.0,Experience:5,,Technology,Technology,,"Bonuses are rare. Yes to equity, but it’s only relevant in an acquisition.",UX and Design
784,12/7/2020 6:13:26,Title:,Senior Solution Designer,Title:Senior Solution Designer,Where:,montreal,"Where:Montreal, Quebec",No,Org Size:,> 5000,Org Size:> 5000,Salary:,85000.0,Salary:85000 CAD,Experience:,15.0,Experience:15,,Consulting,Consulting,,Bonus,UX and Design
785,12/7/2020 6:34:33,Title:,Digital Marketing Manager,Title:Digital Marketing Manager,Where:,france,Where:France,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,60000.0,Salary:60000 USD,Experience:,3.0,Experience:3.5,,Med tech,Med tech,,,Management and Leadership
786,12/7/2020 6:36:12,Title:,Staff Research Scientist,Title:Staff Research Scientist,Where:,london,Where:London,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,157000.0,Salary:157000,Experience:,4.0,Experience:4,,Artificial Intelligence,Artificial Intelligence,,140000,Data
787,12/7/2020 6:42:06,Title:,senior software engineer,Title:senior software engineer,Where:,berlin,Where:berlin,Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,33000.0,Salary:33000,Experience:,5.0,Experience:5,,blockchain,blockchain,,no,General Engineering
788,12/7/2020 7:12:35,Title:,solution engineer,Title:solution engineer,Where:,cincinnati,"Where:cincinnati,oh",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,150000.0,Salary:150000,Experience:,20.0,Experience:20,,enterprise software,enterprise software,,10000,General Engineering
789,12/7/2020 7:17:01,Title:,Senior UX Designer,Title:Senior UX Designer,Where:,boston,Where:Boston,No,Org Size:,> 5000,Org Size:> 5000,Salary:,117000.0,Salary:117000,Experience:,2.0,Experience:2,,Supply Chain Management and Logistics,Supply Chain Management and Logistics,6 years experience total,"$6,000 bonus",UX and Design
790,12/7/2020 7:23:59,Title:,Principal Security Analyst,Title:Principal Security Analyst,Where:,arlington,"Where:Arlington, VA",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,160000.0,Salary:160000,Experience:,22.0,Experience:22,,Non-profit,Non-profit,,No,Ops and Security
791,12/7/2020 7:24:29,Title:,Business Analyst,Title:Business Analyst,Where:,washington dcnova,Where:Washington DC/NoVa,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,80000.0,Salary:80000,Experience:,1.0,Experience:1,,Gov Contracting,Gov Contracting,,$10000 sign on bonus,Unknown
792,12/7/2020 7:29:17,Title:,Project Manager,Title:Project Manager,Where:,atlanta,"Where:Atlanta, GA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,75000.0,Salary:75000,Experience:,3.0,Experience:3,,Forest Products,Forest Products,,Neither,Management and Leadership
793,12/7/2020 7:31:04,Title:,Staff Software Engineer,Title:Staff Software Engineer,Where:,saratoga springs,"Where:Saratoga Springs, NY",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,180000.0,Salary:180000,Experience:,9.0,Experience:9,,Identity Management and Authentication,Identity Management and Authentication,,"7% bonus, $250k RSU / 4 years evenly",General Engineering
794,12/7/2020 7:34:07,Title:,Software Engineer,Title:Software Engineer,Where:,central florida,Where:Central Florida,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,131000.0,Salary:131000,Experience:,11.0,Experience:11,,Software as a Service,Software as a Service,,15% of salary bi annually,General Engineering
795,12/7/2020 7:45:47,Title:,DevOps Engineer,Title:DevOps Engineer,Where:,san antonio texas,Where:San Antonio Texas,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,127500.0,Salary:127500,Experience:,3.0,Experience:3,,Professional services/consulting,Professional services/consulting,N/a,No,Ops and Security
796,12/7/2020 7:53:01,Title:,SRE / Cloud Engineer,Title:SRE / Cloud Engineer,Where:,london,Where:London,No,Org Size:,11- 50,Org Size:11- 50,Salary:,130000.0,Salary:£130k,Experience:,8.0,Experience:8,,Financial Services,Financial Services,Total comp package ~£145k,No,General Engineering
797,12/7/2020 7:54:02,Title:,Frontend Developer,Title:Frontend Developer,Where:,weiden in der oberpfalz,"Where:Weiden in der Oberpfalz, Bavaria, Germany",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,3000.0,Salary:3000,Experience:,3.0,Experience:3,,Mechanical engineering,Mechanical engineering,30hrs/week,None,Front End
798,12/7/2020 8:04:34,Title:,Program Manager,Title:Program Manager,Where:,oakland,"Where:Oakland, CA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,80000.0,Salary:80000,Experience:,4.0,Experience:4,,Education (Non-Profit),Education (Non-Profit),,,Management and Leadership
799,12/7/2020 8:04:55,Title:,Software engineer,Title:Software engineer,Where:,pa,Where:PA,Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,130000.0,Salary:130k (30h a week),Experience:,11.0,Experience:11,,Tech,Tech,,1% of company,General Engineering
800,12/7/2020 8:05:55,Title:,Front-end Developer,Title:Front-end Developer,Where:,ann arbor,"Where:Ann Arbor, MI",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,87000.0,Salary:87000,Experience:,7.0,Experience:7,,Academic Libraries,Academic Libraries,,,Front End
801,12/7/2020 8:08:09,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,kalamazoo,"Where:Kalamazoo, MI",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,87000.0,Salary:87000,Experience:,13.0,Experience:13,,Government,Government,,"Bonus of about 2.5 to 3%, except none this. No stocks. year.",General Engineering
802,12/7/2020 8:14:11,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,dublin,"Where:Dublin, Ireland",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,86000.0,Salary:86000,Experience:,8.0,Experience:8,,Gaming Industry,Gaming Industry,,"Bonuses, up to 15%",General Engineering
803,12/7/2020 8:15:17,Title:,CTO,Title:CTO,Where:,houston,Where:Houston,No,Org Size:,11- 50,Org Size:11- 50,Salary:,125000.0,Salary:125000,Experience:,25.0,Experience:25,,Oil & Gas,Oil & Gas,,No,Management and Leadership
804,12/7/2020 8:16:26,Title:,Software Engineer,Title:Software Engineer,Where:,boston,"Where:Boston, MA",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,105000.0,Salary:105000,Experience:,0.0,Experience:0,,Marketing,Marketing,,,General Engineering
805,12/7/2020 8:32:31,Title:,Software Engineer,Title:Software Engineer,Where:,los angeles,"Where:Los Angeles, CA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,200000.0,Salary:200000,Experience:,8.0,Experience:8,,Media (Streaming Video),Media (Streaming Video),,,General Engineering
806,12/7/2020 8:39:40,Title:,DevOps Engineer,Title:DevOps Engineer,Where:,linkping,"Where:Linköping, Sweden",No,Org Size:,> 5000,Org Size:> 5000,Salary:,66000.0,Salary:66000,Experience:,7.0,Experience:7,,Saas,Saas,,,Ops and Security
807,12/7/2020 8:42:42,Title:,UX Engineer,Title:UX Engineer,Where:,washington dc,Where:Washington DC,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,91000.0,Salary:91000,Experience:,3.0,Experience:3.5,,Consulting/Data Analytics,Consulting/Data Analytics,,0,UX and Design
808,12/7/2020 8:43:24,Title:,Director of Engineering,Title:Director of Engineering,Where:,new york,"Where:New York, NY",No,Org Size:,11- 50,Org Size:11- 50,Salary:,205000.0,Salary:205000,Experience:,10.0,Experience:10,,Advertising,Advertising,,,Management and Leadership
809,12/7/2020 8:47:42,Title:,Interaction designer level 4,Title:Interaction designer level 4,Where:,mountain view,Where:Mountain View,No,Org Size:,> 5000,Org Size:> 5000,Salary:,153000.0,Salary:153k,Experience:,5.0,Experience:5,,Tech,Tech,,75k,UX and Design
810,12/7/2020 8:54:38,Title:,Software analyst,Title:Software analyst,Where:,uk,Where:Uk,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,25000.0,Salary:£25000,Experience:,3.0,Experience:3,,Video Gaming,Video Gaming,,No,General Engineering
811,12/7/2020 8:58:26,Title:,Senior SOC Analyst,Title:Senior SOC Analyst,Where:,minneapolis,"Where:Minneapolis, MN",No,Org Size:,> 5000,Org Size:> 5000,Salary:,117000.0,Salary:117000,Experience:,11.0,Experience:11,,Finance,Finance,"5 years in infosec, second company","$18,000 bonus",Unknown
812,12/7/2020 9:03:58,Title:,Engineer,Title:Engineer,Where:,new haven,"Where:New Haven, Connecticut",No,Org Size:,11- 50,Org Size:11- 50,Salary:,85000.0,Salary:85000,Experience:,3.0,Experience:3,,Digital agency,Digital agency,,Bonus TBD,General Engineering
813,12/7/2020 9:04:57,Title:,Quality Engineer 2,Title:Quality Engineer 2,Where:,pittsburgh,"Where:Pittsburgh, PA",No,Org Size:,> 5000,Org Size:> 5000,Salary:,78000.0,Salary:78000,Experience:,2.0,Experience:2,,Healthcare and Information,Healthcare and Information,,,QA and Testing
814,12/7/2020 9:11:39,Title:,Marketing Manager,Title:Marketing Manager,Where:,uk,Where:UK,No,Org Size:,> 5000,Org Size:> 5000,Salary:,51000.0,Salary:51000 GBP,Experience:,3.0,Experience:3,,Tech and telco,Tech and telco,"Based in the UK, work for a global company",9000,Management and Leadership
815,12/7/2020 9:13:44,Title:,Senior designer,Title:Senior designer,Where:,austin,"Where:Austin, TX",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,139.0,Salary:$139K,Experience:,10.0,Experience:10,,SaaS,SaaS,,"Yearly RSUs, 15% Bonus",UX and Design
816,12/7/2020 9:16:05,Title:,Technical Recruiter (do I count as being part of the tech industry?),Title:Technical Recruiter (do I count as being part of the tech industry?),Where:,columbus,"Where:Columbus, OH",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,70000.0,Salary:70000,Experience:,4.0,Experience:4.5,,Health Tech,Health Tech,Love that you’re doing this!!,"10% of base salary, annually",Front End
817,12/7/2020 9:23:13,Title:,Consulting Development Analyst,Title:Consulting Development Analyst,Where:,atlanta,"Where:Atlanta, GA",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,77000.0,Salary:77000,Experience:,2.0,Experience:2,,Global Tech Consulting,Global Tech Consulting,Currently been with the company for a year. Started as an entry level software developer from a coding bootcamp and through company offerings I’ve been able to learn and work in various fields from web development to data analytics,Yearly bonuses based off “self-set” performance reviews,General Engineering
818,12/7/2020 9:23:58,Title:,senior software engineer,Title:senior software engineer,Where:,boston,Where:boston,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,165000.0,Salary:165000,Experience:,6.0,Experience:6,,marketing,marketing,female,~2200 options,General Engineering
819,12/7/2020 9:30:15,Title:,Sr. Software Engineer,Title:Sr. Software Engineer,Where:,rochester,"Where:Rochester, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,110000.0,Salary:110000,Experience:,7.0,Experience:7,,Alcohol,Alcohol,,Bonus,General Engineering
820,12/7/2020 9:42:25,Title:,senior software engineer,Title:senior software engineer,Where:,brooklyn,"Where:Brooklyn, NY",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,138000.0,Salary:138000,Experience:,5.0,Experience:5,,non profit,non profit,,,General Engineering
821,12/7/2020 9:54:26,Title:,Software engineer II,Title:Software engineer II,Where:,ny,"Where:NY, NY",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,120000.0,Salary:120000,Experience:,2.0,Experience:2,,Fintech,Fintech,,"20,000",General Engineering
822,12/7/2020 9:59:55,Title:,Front end and user experience web developer,Title:Front end and user experience web developer,Where:,durham,"Where:Durham, North Carolina",No,Org Size:,> 5000,Org Size:> 5000,Salary:,86000.0,Salary:86000,Experience:,6.0,Experience:6,,Data management,Data management,,"Around 4,000 bonus",Front End
823,12/7/2020 10:01:15,Title:,Sr ASIC engineer,Title:Sr ASIC engineer,Where:,santa clara,"Where:Santa Clara, California",No,Org Size:,> 5000,Org Size:> 5000,Salary:,200000.0,Salary:200k USD,Experience:,3.0,Experience:3,,"Tech, IT, Electronics","Tech, IT, Electronics",,,General Engineering
824,12/7/2020 10:03:05,Title:,CIO,Title:CIO,Where:,bermuda,Where:Bermuda,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,200000.0,Salary:200000,Experience:,15.0,Experience:15,,Insurance,Insurance,,150000,Unknown
825,12/7/2020 10:03:56,Title:,Sr Sales Operations Analyst,Title:Sr Sales Operations Analyst,Where:,boston,Where:Boston,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,70009.0,Salary:70009,Experience:,3.0,Experience:3,,Biotech,Biotech,,5K,Unknown
826,12/7/2020 10:04:28,Title:,Salesforce Consultant,Title:Salesforce Consultant,Where:,washington,"Where:Washington, DC",No,Org Size:,> 5000,Org Size:> 5000,Salary:,105000.0,Salary:105000,Experience:,3.0,Experience:3,,Consulting,Consulting,,Yearly bonus,Unknown
827,12/7/2020 10:08:26,Title:,Data architect,Title:Data architect,Where:,dallas,Where:Dallas,Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,150000.0,Salary:150000,Experience:,10.0,Experience:10,,Professional services,Professional services,,No,Data
828,12/7/2020 10:08:26,Title:,Software Engineering Manager,Title:Software Engineering Manager,Where:,napa,"Where:Napa, CA",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,192000.0,Salary:192000,Experience:,20.0,Experience:20,,E-commerce,E-commerce,,ISOs,Management and Leadership
829,12/7/2020 10:08:37,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,washington dc,Where:Washington DC,No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,140000.0,Salary:140000,Experience:,4.0,Experience:4,,Real estate,Real estate,,,General Engineering
830,12/7/2020 10:08:41,Title:,Front End Engineer,Title:Front End Engineer,Where:,chicago,Where:Chicago,No,Org Size:,11- 50,Org Size:11- 50,Salary:,85000.0,Salary:85000,Experience:,1.0,Experience:1,,E-commerce,E-commerce,,Yes,Front End
831,12/7/2020 10:10:04,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,orlando,"Where:Orlando, FL",Yes,Org Size:,0 - 10,Org Size:0 - 10,Salary:,120000.0,"Salary:$120,000 USD",Experience:,6.0,Experience:6,,Travel,Travel,"Self-taught, no degree or bootcamp.",0,General Engineering
832,12/7/2020 10:10:15,Title:,Senior Data Scientist,Title:Senior Data Scientist,Where:,washington,"Where:Washington, DC",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,181000.0,Salary:181000,Experience:,5.0,Experience:5,,semiconductors,semiconductors,,50000,Data
833,12/7/2020 10:13:00,Title:,Senior SRE,Title:Senior SRE,Where:,london,"Where:London, UK",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,65000.0,Salary:£65000,Experience:,7.0,Experience:7,,Fintech,Fintech,I hate fintech wages in London,Options tied to a specific value. Top up after 4 year vesting and promotion,Unknown
834,12/7/2020 10:15:38,Title:,Staff Software Engineer,Title:Staff Software Engineer,Where:,san diego,"Where:San Diego, CA",Yes,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,193000.0,Salary:193000,Experience:,10.0,Experience:10.5,,E-commerce,E-commerce,,"160k worth of stock at hire, 4 year vest. Yearly cash+RSU bonus in March generally equivalent to 10% of salary",General Engineering
835,12/7/2020 10:19:30,Title:,Programmer Analyst,Title:Programmer Analyst,Where:,little rock,"Where:Little Rock, AR",No,Org Size:,1001 - 5000,Org Size:1001 - 5000,Salary:,94500.0,Salary:94500,Experience:,9.0,Experience:9,,Food Processing,Food Processing,,No,General Engineering
836,12/7/2020 10:21:14,Title:,Software Engineer,Title:Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,280000.0,Salary:280000,Experience:,3.0,Experience:3,,Social Media,Social Media,Salary is including bonuses and stock. Salary not including those is 162000,Both,General Engineering
837,12/7/2020 10:21:14,Title:,Senior Partnerships Associate,Title:Senior Partnerships Associate,Where:,new york city,Where:New York City,No,Org Size:,> 5000,Org Size:> 5000,Salary:,134000.0,Salary:134000,Experience:,4.0,Experience:4,,Search,Search,,"$115k in equity, 4 year vest",Unknown
838,12/7/2020 10:21:20,Title:,Senior Programmer Analyst,Title:Senior Programmer Analyst,Where:,little rock,"Where:Little Rock, Arkansas",No,Org Size:,> 5000,Org Size:> 5000,Salary:,71546.0,Salary:71546,Experience:,8.0,Experience:8,,Financial Technology,Financial Technology,,No,General Engineering
839,12/7/2020 10:22:49,Title:,Software Engineer 2,Title:Software Engineer 2,Where:,minneapolis,"Where:Minneapolis, MN",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,105000.0,Salary:105000,Experience:,3.0,Experience:3,,Email Marketing,Email Marketing,,Semi annual bonuses and a stock package,General Engineering
840,12/7/2020 10:23:41,Title:,Jr. Helpdesk Support Specialist,Title:Jr. Helpdesk Support Specialist,Where:,fort belvoir,"Where:Fort Belvoir, VA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,50000.0,Salary:50000,Experience:,1.0,Experience:1,,IT,IT,,,Support
841,12/7/2020 10:24:04,Title:,Senior product designer,Title:Senior product designer,Where:,london,"Where:London, UK",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,65000.0,"Salary:£65,000",Experience:,15.0,Experience:15,,Government,Government,,No,UX and Design
842,12/7/2020 10:24:43,Title:,Associate Software Engineer,Title:Associate Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,76000.0,Salary:76000,Experience:,1.0,Experience:1,,Health Tech,Health Tech,,"Annually: 10k stock, 2k bonus",General Engineering
843,12/7/2020 10:27:38,Title:,Senior Software Engineer,Title:Senior Software Engineer,Where:,new york,"Where:New York, NY",No,Org Size:,> 5000,Org Size:> 5000,Salary:,152000.0,Salary:152000,Experience:,5.0,Experience:5,,Finance,Finance,"I'm White, female, and cis",average 10k annual bonus,General Engineering
844,12/7/2020 10:28:24,Title:,Software Developer lll,Title:Software Developer lll,Where:,new jersey,Where:New Jersey,Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,77000.0,Salary:77000,Experience:,4.0,Experience:4,,Supply Chain Management,Supply Chain Management,,,General Engineering
845,12/7/2020 10:29:12,Title:,Software engineer - Linux kernel,Title:Software engineer - Linux kernel,Where:,berlin,Where:Berlin,No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,75000.0,Salary:75000 EUR,Experience:,5.0,Experience:5,,Cloud,Cloud,,,UX and Design
846,12/7/2020 10:30:23,Title:,Senior Application Developer,Title:Senior Application Developer,Where:,charleston,"Where:Charleston, South Carolina",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,81000.0,Salary:81000,Experience:,3.0,Experience:3,,Real Estate,Real Estate,,No,General Engineering
847,12/7/2020 10:32:10,Title:,Web Developer,Title:Web Developer,Where:,tucson,"Where:Tucson, AZ",No,Org Size:,> 5000,Org Size:> 5000,Salary:,59250.0,Salary:59250,Experience:,3.0,Experience:3,,Higher Education,Higher Education,,Tuition reduction,Full Stack
848,12/7/2020 10:34:32,Title:,Engineer,Title:Engineer,Where:,san francisco ca,Where:San Francisco Ca,No,Org Size:,> 5000,Org Size:> 5000,Salary:,240000.0,Salary:240000,Experience:,10.0,Experience:10,,Phones,Phones,,"1.8 mil stock over 4 years, 6 month vesting increments",General Engineering
849,12/7/2020 10:35:47,Title:,Product Manager,Title:Product Manager,Where:,new york city,"Where:New York City, NY",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,185000.0,Salary:185000,Experience:,4.0,Experience:4,,Mobile apps,Mobile apps,,"Bonus is 30k per year, stock options are valued at 40k per year",Management and Leadership
850,12/7/2020 10:36:17,Title:,Frontend lead developer,Title:Frontend lead developer,Where:,padova  italia,Where:Padova - italia,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,30000.0,Salary:30000€ / year,Experience:,5.0,Experience:5,,It / tech,It / tech,,1000,Front End
851,12/7/2020 10:36:55,Title:,Junior software developer,Title:Junior software developer,Where:,cairo,Where:Cairo,No,Org Size:,11- 50,Org Size:11- 50,Salary:,10000.0,Salary:10k,Experience:,1.0,Experience:1,,Software House,Software House,,0,General Engineering
852,12/7/2020 10:38:42,Title:,Developer 1,Title:Developer 1,Where:,philadelphia,"Where:Philadelphia, Pennsylvania",Yes,Org Size:,> 5000,Org Size:> 5000,Salary:,75000.0,Salary:75000,Experience:,1.0,Experience:1,,Finance,Finance,,"3,000 bonus",General Engineering
853,12/7/2020 10:41:17,Title:,Technical Onboarding Specialist (aka Onboarding Specialist or Onboarding Manager at some companies),Title:Technical Onboarding Specialist (aka Onboarding Specialist or Onboarding Manager at some companies),Where:,colorado springs,"Where:Colorado Springs, CO",Yes,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,66700.0,Salary:66700,Experience:,14.0,Experience:14,,Web Hosting,Web Hosting,,Stocks,Management and Leadership
854,12/7/2020 10:41:26,Title:,Senior Web Developer,Title:Senior Web Developer,Where:,ottawa,"Where:Ottawa, Ontario",No,Org Size:,> 5000,Org Size:> 5000,Salary:,135000.0,Salary:135000,Experience:,12.0,Experience:12,,Commerce,Commerce,Currency is in Canadian dollars,178000,Full Stack
855,12/7/2020 10:42:57,Title:,Product Designer II,Title:Product Designer II,Where:,san francisco,"Where:San Francisco, CA",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,143000.0,Salary:143000,Experience:,2.0,Experience:2,,Consumer Software,Consumer Software,Company based in Redwood City,"26,000 stock options. $8,000 annual target bonus",UX and Design
856,12/7/2020 10:43:35,Title:,Software Developer,Title:Software Developer,Where:,newark,"Where:Newark, DE",No,Org Size:,> 5000,Org Size:> 5000,Salary:,86200.0,Salary:86200,Experience:,0.0,Experience:0,,Finance,Finance,Recently graduated with BS in CIS accepted job offer with bank of america,10k,General Engineering
857,12/7/2020 10:49:10,Title:,DevOps Lead,Title:DevOps Lead,Where:,brooklyn,"Where:Brooklyn, NYC",No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,190000.0,Salary:190k,Experience:,21.0,Experience:21,,HealthCare,HealthCare,,yes,Ops and Security
858,12/7/2020 10:55:45,Title:,Advanced Software Engineer,Title:Advanced Software Engineer,Where:,pittsburgh pa,Where:Pittsburgh PA,No,Org Size:,51 - 500,Org Size:51 - 500,Salary:,93000.0,Salary:93000,Experience:,5.0,Experience:5,,Healthcare,Healthcare,,15% stock purchase discount,General Engineering
859,12/7/2020 10:56:19,Title:,iOS developer,Title:iOS developer,Where:,salt lake city utah,Where:Salt Lake City Utah,Yes,Org Size:,11- 50,Org Size:11- 50,Salary:,85000.0,Salary:85000,Experience:,10.0,Experience:10,,Software seevices,Software seevices,No benefits,No,Mobile
860,12/7/2020 10:58:02,Title:,Senior Site Reliability Engineer,Title:Senior Site Reliability Engineer,Where:,portland,"Where:Portland, OR",Yes,Org Size:,51 - 500,Org Size:51 - 500,Salary:,138000.0,Salary:138000,Experience:,10.0,Experience:10,,Technology,Technology,"2k/yr education budget, flex time, parental leave, health fully covered, 50k life, 2/3 disability",Options,General Engineering
861,12/7/2020 11:00:53,Title:,Software Engineer,Title:Software Engineer,Where:,seattle,"Where:Seattle, Washington",No,Org Size:,501 - 1000,Org Size:501 - 1000,Salary:,88000.0,Salary:88000,Experience:,1.0,Experience:1,,Consulting,Consulting,,0,General Engineering
862,12/7/2020 11:06:28,Title:,Software Development Manager,Title:Software Development Manager,Where:,washington,"Where:Washington, DC",No,Org Size:,> 5000,Org Size:> 5000,Salary:,160000.0,Salary:160000,Experience:,21.0,Experience:21,,Internet,Internet,,240000,Management and Leadership
863,12/7/2020 11:07:16,Title:,Software Engineer,Title:Software Engineer,Where:,manchester,"Where:Manchester, England",No,Org Size:,11- 50,Org Size:11- 50,Salary:,35000.0,"Salary:£35,000 ($46.600)",Experience:,2.0,Experience:2,,Staffing/employment,Staffing/employment,This is my second role after holding a junior position with one company(which was my first job after a bootcamp),,General Engineering
