Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
2/22/2021 22:01:40,Lead Product Designer ,"Denver, CO",Yes,> 5000,$155k base,12,Cloud computing software,,15% bonus
2/22/2021 22:05:18,Data Scientist,"Austin, TX",No,> 5000,126000,3,"Cloud Computing, Information Technology",,40 RSUs
2/22/2021 22:05:23,Software Engineer,Missouri,Yes,51 - 500,80000,5,Mortgage,,No
2/22/2021 22:06:12,Software engineer ,Boston MA,Yes,51 - 500,180k,22,Entertainment,,Not officially. 
2/22/2021 22:07:32,Data Scientist III,Chicago,No,1001 - 5000,125000,4,Accounting and Consulting,,No
2/22/2021 22:09:16,senior software dev,omaha ne,No,1001 - 5000,82000,12,it,,yes
2/22/2021 22:11:03,Staff Software Engineer ,"Denver, CO",No,1001 - 5000,"111,000",8,Telecommunications,,
2/22/2021 22:12:04,Software engineer,Redwood city ca,No,51 - 500,125000,5,Video games,,3000 a year
2/22/2021 22:14:17,Technical Manager,Austin Tx,No,> 5000,135000,10,Telecommunications ,I know my salary is low thats why filling out this form.,No
2/22/2021 22:16:15,Systems engineer senior,Denver Colorado,No,> 5000,116000,7,Aerospace,,"Yes, annual bonus "
2/22/2021 22:16:45,Security engineer,Sf bay area,No,> 5000,145000,4,Security,,No
2/22/2021 22:17:33,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/22/2021 22:18:36,UX Designer,"New York, NY",No,1001 - 5000,78000,2,Advertising ,,
2/22/2021 22:18:44,Senior Manager of Cyber Security,"Chicago, IL",Yes,> 5000,165000,17,Supply Chain,401k bonus 6.5% salary plus 4% match.,25000
2/22/2021 22:20:30,Senior Software Engineer,"Bay Area, CA",Yes,1001 - 5000,176000,13,Iaas/Platform,,Some stocks
2/22/2021 22:31:36,Senior Software Developer,"Calgary, Canada",Yes,501 - 1000,140000 CAD,10,Consulting,,Nope
2/22/2021 22:31:56,Senior engineering manager ,"San Francisco, CA",No,1001 - 5000,"$215,000",10,Industrial IoT,,"$240,000"
2/22/2021 22:33:15,Director of Communications ,San Francisco ,Yes,51 - 500,"215,000",10,Internet,,N/a
2/22/2021 22:33:42,Software Engineer-ENT II,"Birmingham, Al",No,> 5000,"75,665",3,Healthcare ,,No
2/22/2021 22:34:27,Tech lead,"Dallas, tx",No,> 5000,210000,10,Travel,,0
2/22/2021 22:35:26,Senior software engineer,"Menlo Park, CA",No,1001 - 5000,220000,8,Fintech ,,700k over 4 years
2/22/2021 22:35:44,Senior Software Engineer ,"Denver, CO ",No,> 5000,"113,000",3,Advertising ,,"3,000"
2/22/2021 22:37:35,Senior Software Engineer,Chicago,No,51 - 500,"$110,000.00",4,HR Services,,.0089% equity
2/22/2021 22:40:38,Senior Product Manager,"Seattle, WA",No,> 5000,"215,000",4,Enterprise software,,"75k stock, 15% bonus (starting)"
2/22/2021 22:43:21,Senior Software Engineer,Seattle,Yes,51 - 500,"130,000",6,Fintech,,I think so?
2/22/2021 22:43:33,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/22/2021 22:44:25,Software Engineer,"New York, NY",No,> 5000,152000,6,Advertising,,150000
2/22/2021 22:46:25,Director of Digital Architecture and Solutions,"Atlanta, GA",Yes,1001 - 5000,132000,5,Professional Services,,12000 bonus
2/22/2021 22:47:00,Security Engineer,Melbourne,No,> 5000,180000,8,Banking,,No
2/22/2021 22:47:47,VP of Delivery,"Tampa, FL",Yes,11- 50,"265,000 base plus 100,000 variable",15,Software,,Yes
2/22/2021 22:47:53,Associate Java Developer,Washington DC,No,1001 - 5000,82000,5,Media,,
2/22/2021 22:48:31,Software Engineer,Nashua NH,Yes,11- 50,142000,18,Aviation,,Some equity
2/22/2021 22:48:56,Vice President ,Canada ,No,11- 50,60000,10,Industrial ,,Yes
2/22/2021 22:49:08,Senior Cloud Security Engineer ,"Atlanta, GA",No,1001 - 5000,"101,500",3,Financial Services,,Bonus
2/22/2021 22:50:07,AWS Technical Trainer,Bangalore,No,> 5000,"19,00,000 INR",10,Software,,
2/22/2021 22:50:53,Full stack engineer,"Portland, OR",No,11- 50,"40,000",1,Sass,Company is a startup in Canada,
2/22/2021 22:54:16,Strategy and Ops Staff Analyst,"Mountain View, CA",No,> 5000,"140,000",3,Software,,"55,000"
2/22/2021 22:55:34,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/22/2021 22:56:01,UX Consultant,"Indianapolis, IN",No,1001 - 5000,75560,1,Technology,,1500 Annual
2/22/2021 22:56:23,Senior Software Engineer,"Boston, MA",No,> 5000,"132,000",4,E-commerce,get that $$$,"50,000"
2/22/2021 22:56:47,Engineer,Bangalore,Yes,11- 50,20000,5,Retail,,
2/22/2021 22:58:03,VP of Engineering ,"Sydney, NSW, Australia ",No,51 - 500,231K AUD,24,Fintech ,,Options (currently underwater)
2/22/2021 22:59:17,iOS Engineer,"Phoenix, AZ",No,> 5000,155000,10,Finance,,5% Base target
2/22/2021 23:00:09,Product Manager ,"Houston, Texas ",No,1001 - 5000,115000,14,Professional Services ,,No
2/22/2021 23:02:33,Advisory Software Developer,"Toronto, ON",No,501 - 1000,103000,5,Supply Chain Management,,bonuses
2/22/2021 23:03:20,Senior Program Manager,"San Francisco, CA ",No,> 5000,"150,000",5.5,Social media ,this is an awesome idea!! ,"both. 20% bonus, 75k stocks over 4 years"
2/22/2021 23:04:19,Senior frontend developer,"Los Angeles, CA",No,11- 50,"170,000",13,Insurance,,Small % of stock options
2/22/2021 23:05:09,Senior UX Strategist,"Rockville, Md",No,1001 - 5000,136000,15,Manufacturing,,Yes 15000
2/22/2021 23:09:44,Frontend Developer,"Gainesville, FL",No,11- 50,"85,000",9,Digital Agency,,3000-5000
2/22/2021 23:11:34,Lead Engineer,NYC,No,51 - 500,"$130,000",5,Retail,,No
2/22/2021 23:12:54,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/22/2021 23:12:57,Software Engineer ,"New York, NY",No,501 - 1000,175000,3,Advertising,,10000 shares
2/22/2021 23:13:10,Software Engineer,"Seattle, WA",No,> 5000,109800,3,"Cloud, Gaming, Enterprise etc",I know I’m underpaid 🙃,"Stock sign on- 10k, bonus sign on- 5k"
2/22/2021 23:14:06,Senior Product Manager,Boston,No,> 5000,145000,10,ecommerce,,"15% bonus, 600 shares a year"
2/22/2021 23:17:15,Principal Cloud Automation Engineer ,"Cedar Rapids, IA",No,51 - 500,165400,15,Technology (Data Centers and Consulting),Due to COVID that bonus was closer to 4% this year. ,10% cash company performance bonus
2/22/2021 23:19:20,Software Engineer,"Los Angeles, CA",Yes,0 - 10,155000,20,Travel & Tourism,,no
2/22/2021 23:20:26,Senior Service Engineer,"Kenmore, WA",No,> 5000,165000,20,Computer Software,,Yes
2/22/2021 23:22:37,Senior Engineer,"Mountain View, Ca",No,> 5000,430000,8,Software,,Yes
2/22/2021 23:23:25,Digital Forensics Analyst,Houston TX,No,51 - 500,"70,500",3,Law Enforcement/Nonprofit ,,No
2/22/2021 23:24:47,Content Marketing Manager,"Los Angeles, CA",Yes,> 5000,"145,000",5,Tech,,"(Contract, so no)"
2/22/2021 23:25:19,Senior Software Engineer,"Atlanta, GA",Yes,501 - 1000,135000,9,Realestate,"Company is based out of Austin, TX",15% annual bonus
2/22/2021 23:26:18,Art director,"Newport Beach, CA",No,11- 50,75000,20,Real Estate,,No
2/22/2021 23:26:33,Research Engineer ,San Diego ,No,11- 50,180000,8,Medtech,,Yes
2/22/2021 23:30:43,Principal Software Engineer,"Seattle, WA",No,> 5000,160000,8.5,eCommerce,,322000
2/22/2021 23:36:31,Business Applications Developer,"Houston, TX",No,1001 - 5000,101000,5,Healthcare & Benefits,,"Yes, depends on market."
2/22/2021 23:51:01,Front end developer,Los Angeles,Yes,0 - 10,120000 / year,6,Machine Learning,,0.25% equity over 4 years
2/22/2021 23:51:37,full stack developer,"Medellín, colombia",Yes,0 - 10,48000,8,software automation,,bonuses
2/22/2021 23:51:40,Data Quality Analyst,"Based in Washington, DC - office technically in Reston, VA",No,51 - 500,"105,000",3,Green Energy,"SUPER underpaid in my previous role because of my “non-traditional” background (Poli Sci undergrad & coding bootcamp grad). Can confirm the other women in tech at my job with “traditional” experience were also underpaid. Current salary is a > $25k increase & I make overtime, but could have probably asked for more if I’d known my worth. ",No
2/22/2021 23:52:21,Software Engineer II,"Nashville, TN",No,11- 50,"$72,000",2,Independent grocery business,,None
2/22/2021 23:52:56,Executive Compensation Specialist,"Mountain View, CA",No,> 5000,132000,4,Tech,Bonus target 15% of salary. Typically pays out ~20-25%,55000
2/22/2021 23:52:58,Director of Application Engineering,"Knoxville, TN",Yes,51 - 500,"200,000",12,Scientific Computing,,Bonuses 
2/22/2021 23:53:33,Senior Software Engineer,"Brooklyn, NY",No,51 - 500,195000,10,Finance,,10bps options
2/22/2021 23:53:49,Software Engineer,Seatte,No,> 5000,"210,000",9,Internet / Social Media,,"~200,000"
2/22/2021 23:54:26,Staff Software Engineer,"Seattle, WA",No,1001 - 5000,238500,16,Fintech,,"20% cash bonus. Private RSUs, ~1MM over the next year at current valuation. "
2/22/2021 23:57:56,Automation Tools Programmer,"Edmonton, Alberta",Yes,501 - 1000,"100,000",9,Video Games,,Equity in a non-public company
2/22/2021 23:58:29,DBA,"Southbury, CT",No,> 5000,"$115,000",13,IT,,None
2/23/2021 0:00:56,Lead Architect,"Austin, TX",No,11- 50,"180,000",13,Advertising,,Bonuses
2/23/2021 0:03:54,Lead engineer,Nyc,No,0 - 10,135000,5,Energy,I’m kind of a mix between product person and engineer. Prob not making as much as I could if focused only on building dev skills.,1.5% equity
2/23/2021 0:12:32,Research Scientist,San Francisco,No,> 5000,150000,2,Biotechnology,,60000
2/23/2021 0:23:47,Solutions Engineer,"Racine, WI",No,> 5000,"$105,000",18,Consumer Goods,,Profit Sharing
2/23/2021 0:26:28,Software Engineer,San Francisco,No,0 - 10,150000,2,Tech,,40000
2/23/2021 0:27:12,sr product manager,"san francisco, ca",No,51 - 500,145k,5,Supply Chain SaaS,na,Series a options
2/23/2021 0:28:54,Quality Assurance Analyst,"Minneapolis, MN",No,501 - 1000,68000,17,Software / security,,5000 bonus potential
2/23/2021 0:29:59,"Director, Product Mgmt. ","Seattle, WA ",No,1001 - 5000,200k,17,Insurance Tech,,"40k bonus, 200k/yr stock (fluctuates w/ stock price)"
2/23/2021 0:30:53,Workforce Management Analyst,"San Antonio, TX",No,501 - 1000,"70,000",10,Video streaming,"I am not sure if my job is in the realm of what this is shooting for, but I support knowing what any role makes, so if it helps I'm happy to pitch in. ",Yes
2/23/2021 0:32:39,Engineering Manager,"San Francisco, CA",No,> 5000,"180,000",7,Construction,,"~$30k RSUs, $24k bonus"
2/23/2021 0:37:48,Principal Engineer,"Houston, Tx",Yes,1001 - 5000,291000,25,Big Data,,150000
2/23/2021 0:42:35,Software Engineering Manager,"Seattle, WA",No,> 5000,230000,14,Technology ,,"Annual: 250000 stock, 50000 bonus"
2/23/2021 0:43:27,Senior product manager,"San Rafael, CA",Yes,1001 - 5000,200000,25,Information security ,,Up to 35k bonus
2/23/2021 0:44:54,Software Engineer,"Los Angeles, CA ",No,11- 50,"115,000",2,Music Tech,,N/A
2/23/2021 0:47:52,Senior Software Engineer,"Vancouver, Canada",No,1001 - 5000,122000,20,Video conferencing and telecommunications ,,"Yes, but don’t remember the details"
2/23/2021 0:48:40,Marketing Director,San Francisco ,No,501 - 1000,145000,8,Media,,No
2/23/2021 0:56:58,Software Engineer,"Jersey City, NJ",No,> 5000,base: 110k,1.5,Financial,,20k bonus
2/23/2021 0:57:13,Associate Software Engineer,Auckland NZ,No,1001 - 5000,72500,1.5,Saas,I'm based in New Zealand,5% of my annual salary vested over 3 years 
2/23/2021 0:58:56,Senior Product Manager,"Seattle, Wa",No,> 5000,"151000 base, 300 TC ",12, E-commerce (Amazon ) ,"My pay band is not published, but I’ve heard it goes up to 243k, so my RSUs have pushed me well above the band and I no longer get raises or future RSUs",RSUs - paid every 6 months
2/23/2021 0:59:08,Senior Android Developer,"Atlanta, GA",Yes,51 - 500,107000,10,Software Development (Agency),,~2000 Bonus per year
2/23/2021 1:00:37,Sr. Program Manager,"Seattle, WA",No,> 5000,"145,000",3,Retail / Cloud ,,"180,000"
2/23/2021 1:05:25,Software Engineer III,"Kirkland, WA (Seattle area)",No,> 5000,135000,5,"Software, Search, Ads",With oncall compensation and other bonuses add another 10-15k it's kind of ridiculous,80000
2/23/2021 1:11:59,Sr Security Engineer,"Dallas, texas",Yes,51 - 500,"110,000 w insurance paid for by company",10,cybersecurity - managed service provider,"good benefits keep me here. unlimited vacation and sick time, 401k even if i don't contribute, and diversity better than other companies i worked at. (I'm non-binary and biracial)",no
2/23/2021 1:12:40,VP of Engineering,"San Francisco, CA",No,51 - 500,265000,20,Healthtech ,Annual 20% bonus,"20,000 shares"
2/23/2021 1:12:46,Junior Security Engineer,"Bangalore, India ",No,51 - 500,650000 INR,6.2,Managed service provider,,NA
2/23/2021 1:14:55,"Director, IT","San Diehi, CA",No,501 - 1000,185000,25,Medical Research,,0
2/23/2021 1:15:21,Staff Engineer,"Phoenix, AZ",No,> 5000,163000,14,Finance,,Yes
2/23/2021 1:18:54,Cyber Security Analayst,"Canberrra, ACT Australia",No,> 5000,135000,10,Telecommunications,Australian Dollars,Bonus 6%
2/23/2021 1:20:23,Account Executive ,Washington DC,No,51 - 500,120000,10,Higher ed,,50000
2/23/2021 1:22:23,Content designer,San Francisco,No,> 5000,125000,5,Social media,I'm a brown man,Yes
2/23/2021 1:24:59,Application Developer ,"Washington, DC",No,11- 50,"82,000",2,Government Contracting,"First programming job, graduated with bio electrical engineering degree",No
2/23/2021 1:29:30,Senior Fullstack Engineer,"New York, NY",No,11- 50,150000,5,Health tech ,,0.015% options 
2/23/2021 1:36:05,Principal data scientist,Los Angeles CA,Yes,11- 50,175000,5,Tech,,Stocks
2/23/2021 1:36:45,IT Projektmanager,Baden Württemberg Germany ,Yes,1001 - 5000,70000€ / year,15,Public sector,,No
2/23/2021 1:54:48,iOS Developer,Leipzig,Yes,11- 50,65000,10,Media,,
2/23/2021 1:59:03,Senior backend engineer,Amsterdam,No,> 5000,80000,8,Finance,,13th month bonus
2/23/2021 2:03:19,Senior backend engineer,Barcelona,Yes,11- 50,"45,000€",15,IoT,,No
2/23/2021 2:06:11,Database Developer,"Los Angeles, CA",Yes,51 - 500,97500,9,Data Mining / Lead generation,,3000/year (depending on company performance)
2/23/2021 2:06:37,Team Lead - Software Engineering,"Berlin, Germany",No,51 - 500,"€84,000",8,Fashion e-commerce,,A small options grant
2/23/2021 2:07:39,Lead Developer,England,No,51 - 500,118000,10,Finance,,240000
2/23/2021 2:25:19,Information security consultant ,London,No,501 - 1000,"£55,000",9,Professional services,,2% bonus
2/23/2021 2:27:49,Creative technology director,"London, UK",No,51 - 500,172000,17,Tech / animation,,No
2/23/2021 2:36:06,UX Designer,"Ridgeland, MS",Yes,1001 - 5000,70k,3,Telecommunications ,,No
2/23/2021 2:41:10,Senior Engineering Manager,"San Francisco, CA",No,51 - 500,"$265,000",12,Software,,RSUs - $1.125m over 4 year vesting
2/23/2021 2:47:44,Research Software Engineer,"Melbourne, Australia",No,1001 - 5000,105000AUD,10,Research,,0
2/23/2021 2:50:38,Front End Engineer II,Seattle,No,> 5000,146000,9,Ecommerce,,Yes
2/23/2021 2:55:44,Senior SRE,London,No,501 - 1000,65000 GBP,8,Government,Public sector,N/A
2/23/2021 2:55:48,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/23/2021 2:59:57,Professional Software Engineer,Vienna/Austria,No,51 - 500,63000,7,Finance,,No
2/23/2021 3:01:38,Web Team Lead,"New York, NY",No,51 - 500,"150,000",15,"Non-profit (private foundation, science)","Great benefits (2:1 501(c)3 donation match, 4:1 401k match, up to 8%:2%, health, dental, vision, life, etc., all top notch); regular work hours, unlimited sick days, 4-5 wks vacation, annual company trip to a resort",No
2/23/2021 3:06:06,Senior Software Engineer,"Columbus, OH",No,> 5000,130000,8,Finance,,11000
2/23/2021 3:16:18,Senior SWE,Tokyo,No,> 5000,200000 USD,7,Fintech,,Stock
2/23/2021 3:19:45,Product Owner,Turkey-Istanbul,Yes,1001 - 5000,20K,7,Ecommerce,You are lucky :) ,1.2K for dinner
2/23/2021 3:24:36,Software engineer,San Francisco CA,Yes,0 - 10,185000,20,Tech ,,Yes. ~1% 
2/23/2021 3:48:04,Software Engineer,"SF, CA",No,1001 - 5000,212500 base,15,Cloud Infrastructure,,ISO + NSO 
2/23/2021 3:48:34,Developer Advocate,London,No,> 5000,"£55,000",1.5,Technology,,None
2/23/2021 3:59:24,CTO,Berlin (Germany),Yes,0 - 10,$67k,12,Education/Ai,"co-founder, participating to share the salary baseline of early stage (pre-series A) EU companies. It's been a real struggle for us to attract diverse talent (mostly based in the US), given that the salaries we can afford are mostly within the EU range. We've stretched a lot and offered 120k (more than our 3 founders salaries summed up) + equity to some folks , and that still wasn't enough. The problem is that if we don't build a diverse team NOW, later will be too late. It's real struggle tbh, I really want and need to build a diverse team, but don't know how we can ever afford top diverse talent from the US.",5% stock 
2/23/2021 3:59:53,jjjjjjjjjjj,kkkkkkkkkkk,No,1001 - 5000,jjjjjjjj,66,jjj,,h
2/23/2021 4:01:28,Senior Developer,"Manchester, UK",Yes,11- 50,70000 GBP,15,Telecoms,,No
2/23/2021 4:01:32,Senior Developer,"Manchester, UK",Yes,11- 50,70000 GBP,15,Telecoms,,No
2/23/2021 4:06:43,Software Engineer 2,Washington,No,> 5000,150000,7,Tech,Msft,"Up to 22k in stocks, up to 10 in cash"
2/23/2021 4:12:50,Software Engineer,"Bellevue, WA",No,> 5000,160000,7,IT and Software,,120000
2/23/2021 4:30:25,Software Engineer (that awkward level between junior and senior that doesn't have a name),"Seattle, WA",Yes,1001 - 5000,"170,000",2,Messaging / workplace communication tools,,"160,000 RSU over 4 years, 10% annual cash bonus"
2/23/2021 4:37:44,Head of Customer Success,"London, UK",Yes,11- 50,$120k,3,Technology,,0.10%
2/23/2021 4:37:49,Senior backend developer,Poland,Yes,11- 50,75k/y,15,software house,no holidays or anything else,0
2/23/2021 4:45:27,Senior Software Engineer,"London, England",Yes,11- 50,£70k,14,Family support,,
2/23/2021 4:45:39,"Partner, Engineering ",san Francisco CA ,No,51 - 500,"125,000",1,crypto ,,"100,000 in Celo "
2/23/2021 4:59:38,Full stack developer - My last role had a mid level title,"London, UK",No,0 - 10,"£55,000 ~ $77,000",5,Workshops / Digital Meetings,,None yet?
2/23/2021 5:03:29,Software Engineer,"Dayton, OH",Yes,51 - 500,125000,15,Govt Contractor,My benefits are top notch,"Yes, both"
2/23/2021 5:19:15,technical program manager,"london, uk",No,> 5000,$175000 (120k GBP),20,telecoms,,"$100,000"
2/23/2021 5:31:24,Senior Manager,"Berlin, Germany",Yes,> 5000,120.000 EUR,12,Consulting,,No
2/23/2021 5:39:10,Principal Architect ,"Raleigh, NC",No,11- 50,135000,15,Insurance ,,Options
2/23/2021 5:42:27,Python evangelist,Utica,No,> 5000,35000,17,Mining,,
2/23/2021 5:44:17,Data Analyst,Lille France,No,1001 - 5000,38k€,6,"Retail, energies, consulting",,yearly goal bonuses
2/23/2021 5:48:58,Grant and Administrative Coordinator,Maryland,No,51 - 500,"62,000",7,Higher Education,,No
2/23/2021 5:52:10,Growth marketing associate ,Ireland ,Yes,51 - 500,111k usd,2,Saas,,Stock options
2/23/2021 5:55:51,Full stack developer,"Paris, France ",Yes,> 5000,88000,15,Bank,,25000
2/23/2021 6:03:30,VP Product Strategy,"New Haven, CT",Yes,51 - 500,230,20,Government Technology,IRA contribution ,60k bonus
2/23/2021 6:06:51,Engagement Manager,Texas,No,> 5000,150000,9,Tech,,Yes
2/23/2021 6:07:55,Developer,"St.John's, NL",Yes,501 - 1000,86000,8,Fraud detection,,
2/23/2021 6:28:58,Software developer,"Miami, FL",Yes,1001 - 5000,"$63,000",1,HVAC,"8 total years of experience, but this is my first developer job (almost 1 year in). Initial salary $55K (standard market rate for junior dev in Miami); received a 14.5% raise at 6 months.","Bonus $2,000"
2/23/2021 6:32:16,Salesforce Consultant,Washington DC,Yes,51 - 500,90000,7,ISV ,,
2/23/2021 6:42:56,"Director, Technical Operations","Toronto, Ontario",No,51 - 500,"120,000",23,Software Development,,Profit Sharing
2/23/2021 6:50:17,Sr manager ,Boston,Yes,51 - 500,140000,4,Fin tech,,40000
2/23/2021 6:50:47,Senior Technology Architect ,"Sacramento, CA",No,> 5000,186000,15,Tech Consulting,,"Yes, $20-30k bonus, $20k equity grant (3 yr vest)"
2/23/2021 6:55:07,Principal Solutions Consultant,"Normal, Illinois",Yes,51 - 500,"$140,000",11,Digital Services / Content Management,,
2/23/2021 7:04:14,Help desk technician II,"Atlanta, GA",No,51 - 500,"50,000",5,Real estate,,5k bonus
2/23/2021 7:08:24,Senior Manager ,New York,No,11- 50,"$100,000",2,Tech and design ,,Equity grant 
2/23/2021 7:19:26,DevOps Engineer,"Westlake, OH",No,1001 - 5000,88600,6,Software,,
2/23/2021 7:26:47,Principal engineer,London,No,1001 - 5000,"£120,000",8,FinTech,,"Yes, stocks."
2/23/2021 7:28:19,Analyst,"Tallahassee, FL",Yes,501 - 1000,"230,988",3,Business ,Thank you,Bonus
2/23/2021 7:35:09,UI Tech Lead,Boston,Yes,51 - 500,"150,000",8,AI,,
2/23/2021 7:39:56,Software Engineer,"London, United Kingdom",No,> 5000,£55000,7,Broadcast,,
2/23/2021 7:44:51,Senior Data Scientist,"Washington, DC",No,> 5000,130000,1,Consulting,,NA
2/23/2021 7:44:52,BI Developer ,Boston,No,1001 - 5000,120000,6,Healthcare ,,"$13,000"
2/23/2021 7:49:37,Software Engineer,Arlington MA,Yes,11- 50,104000,4,Additive Manufacturing,,Yes
2/23/2021 7:49:38,senior software developer,zurich,No,51 - 500,120k,15,insurance ,,yes
2/23/2021 7:53:34,Senior GeoSpatial Developer,"Cushing, Maine",Yes,51 - 500,112819,19,IT / Consulting / GIS,,No
2/23/2021 7:59:03,Principal Architect,Colorado,No,11- 50,$165k ,23,SaaS software,,Lots of equity
2/23/2021 8:01:52,Senior Software Engineer,"Long Beach Island, NJ",Yes,> 5000,"$183,000",23,Technology ,Typical bonus payout is ~15%,"30% bonus eligibility, stock grants"
2/23/2021 8:03:04,Site Reliability Engineer I,"San Francisco, CA",No,1001 - 5000,"142,000",4,Social Media,,"$150K RSU, 10% bonus"
2/23/2021 8:04:44,Software Archirect,Minneapolis,No,> 5000,136000,18,Consumer Packaged Goods,Manage a team of 4,bonus
2/23/2021 8:05:26,Principal Engineer,Florida,Yes,> 5000,200000,28,Productivity Software,"100% medical, generous vacation, educational+conference support, donation match, growth opportunities, very generous parental leave","15%+ bonus - RSUs that were granted at 750k for 4 years, (but stock is up multiples), annual RSU topoffs"
2/23/2021 8:07:03,Lead DevOps Engineer ,Baltimore Maryland ,No,51 - 500,207500,16,E commerce ,,0
2/23/2021 8:10:42,Software Engineer IV (out of V),"Austin, TX",No,51 - 500,"150,000",12,Automotive,,10% yearly bonus
2/23/2021 8:11:27,Data Scientist,"Herndon, Virginia ",No,> 5000,120000,2,Engineering,,No
2/23/2021 8:12:41,SRE,"Seattle, washington",No,> 5000,"126,000",2,Tech,,10k bonus + stock options
2/23/2021 8:12:58,Principal Software Developer,"Ann Arbor, MI",No,11- 50,"125,000",5,SaaS,,equity in the neighborhood of 0.2%
2/23/2021 8:15:03,Sales Operations Business Practices and Approvals Manager ,"San Antonio, TX ",Yes,> 5000,"$66,000",4.5,Technology ,,Stocks
2/23/2021 8:15:18,Product Manager,"Washington, DC",No,> 5000,121000,6,Government,,"12,000 target bonus, RSUs"
2/23/2021 8:17:16,VP Engineering,Paris,No,1001 - 5000,150000,10,Digital love,,150000
2/23/2021 8:18:44,software developer engineer,france,No,> 5000,50000 euro,7,travel,,n/a
2/23/2021 8:18:49,Director of technology ,Atlanta ,No,> 5000,"$200,000",20,Consumer products ,"Company values culture, respect, and balance","~$40,000"
2/23/2021 8:21:50,Developer,Boston M,No,51 - 500,90k,4,Web agency,No,No
2/23/2021 8:25:26,Help Desk Technician,VA,No,> 5000,"$77,000",8,Defense,i'm currently located in belgium ,no
2/23/2021 8:29:26,Software Test Engineer,"New York, NY",No,11- 50,75K,2,Tech / Consulting,,0
2/23/2021 8:31:54,Senior Software Engineer,NYC,Yes,501 - 1000,167475,3,Cloud Computing,My stock options aren’t RSUs. I need to buy them,10% bonus and ~$300k stock options
2/23/2021 8:32:34,DIRECTOR,"LONDON, UK",No,51 - 500,"168,000 GBP ",15,TECHNOLOGY,,YES: APPROX 70K GBP
2/23/2021 8:32:34,Head of Communications ,Boston ,Yes,51 - 500,"135,000",12,SaaS,,Options 
2/23/2021 8:35:38,Sr. Systems Engineer,"Raleigh,  NC",Yes,51 - 500,"150,000",15,Technology,,"7% 401K Contributions (fully vested, not matched)"
2/23/2021 8:38:58,Senior Software Engineer,"Nashville, TN",No,11- 50,113000,20,Fintech,C#,No
2/23/2021 8:40:52,Front end lead,Minneapolis ,No,51 - 500,119000,9,Security,,25000
2/23/2021 8:45:40,Security Analyst,"Omaha, NE",No,> 5000,676000,1,Construction ,,No
2/23/2021 8:47:43,Staff Software Engineer,"San Francisco, CA",Yes,1001 - 5000,219000,13,Healthcare,,"Annual RSU bonus, $80k this year"
2/23/2021 8:50:28,Principal Software Engineer,"Denver, Colorado",Yes,11- 50,"215,000",11,B2B Startup,,ISOs
2/23/2021 8:54:14,Customer Support Engineer,New Orleans LA,Yes,51 - 500,"140,000",5,dev tools,,Yes
2/23/2021 8:54:50,"team lead, BI Development","Guelph, ON",No,51 - 500,"$125,000",7,Civil Engineering,"Canadian $, university undergrad",no
2/23/2021 8:57:27,senior software engineer,Baltimore,No,501 - 1000,105000,10,science,,no
2/23/2021 8:59:12,Software Development Manager,Washington D.C.,No,> 5000,145000,10.5,Retail,,5%
2/23/2021 9:04:51,Principal Security Engineer,"Baltimore, MD",Yes,> 5000,"$215,000",18,Internet/Telecom,,Both
2/23/2021 9:04:52,Lead engineer ,"NYC, NY ",No,1001 - 5000,275000,8,Database software ,,"Yes stocks, total annual comp target ~450000"
2/23/2021 9:04:57,Business analyst,"Los Ángeles, CA",No,1001 - 5000,82000,3,Aerospace,,100000 stock 
2/23/2021 9:07:13,Software engineer,"Washington, dc",No,51 - 500,270000,12,Government,,No
2/23/2021 9:07:22,Distributed systems engineer ,"Somerville, MA ",Yes,0 - 10,185000,10,Decentralized web ,,"Stock options, impossible to value right now as we're still a small startup w/o revenue "
